"o-teaser__tag","o-teaser__tag href","js-teaser-heading-link","js-teaser-heading-link href","js-teaser-standfirst-link","js-teaser-standfirst-link href","o-teaser__timestamp-date","o-teaser__image-container href","o-teaser__image src"
"UK interest rates","https://www.ft.com/stream/d17153e9-f07d-49ad-8dbd-4cb23d6bbc9b","Andrew Bailey signals no pressing need for more UK interest rate rises","https://www.ft.com/content/8b2d9a06-14ca-4dc6-9627-83310cfd7720","Bank of England governor says ‘economy is evolving much as we expected’ in pushback against markets","https://www.ft.com/content/8b2d9a06-14ca-4dc6-9627-83310cfd7720","March 1, 2023","https://www.ft.com/content/8b2d9a06-14ca-4dc6-9627-83310cfd7720","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F1da2f9d6-d818-486e-8977-4f6f68ab4f0d.jpg?source=next&fit=scale-down&dpr=2&width=240"
"US interest rates","https://www.ft.com/stream/9577c6d4-b09e-4552-b88f-e52745abe02b","Investors drop bets on falling US interest rates in face of stubborn inflation","https://www.ft.com/content/cfeb7645-d9d2-41f0-9020-7ee02226a9df","Futures markets signal possibility of no Federal Reserve rate cuts before end of year","https://www.ft.com/content/cfeb7645-d9d2-41f0-9020-7ee02226a9df","February 16, 2023","https://www.ft.com/content/cfeb7645-d9d2-41f0-9020-7ee02226a9df","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fbe613371-52df-4bc2-b23f-0db334ddfae7.jpg?source=next&fit=scale-down&dpr=2&width=240"
"US inflation","https://www.ft.com/stream/7982616a-e179-45f1-86f6-948f1fc35523","Investors bet Fed will keep interest rates higher for longer","https://www.ft.com/content/002edc0f-44be-43c5-9b52-99e1ae234a6b","Traders reduce wagers on US rate cuts after buoyant economic data","https://www.ft.com/content/002edc0f-44be-43c5-9b52-99e1ae234a6b","May 24, 2023","https://www.ft.com/content/002edc0f-44be-43c5-9b52-99e1ae234a6b","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F24574b59-aa6d-47b7-9ae3-7e79f09ee8d6.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Live blog from January 31 2024","https://www.ft.com/content/0102372d-41af-42c9-a920-eb4d1cfbfda9","Federal Reserve holds interest rates steady as market focuses on timing of 2024 cuts","https://www.ft.com/content/0102372d-41af-42c9-a920-eb4d1cfbfda9#post-4963bc7f-bf30-4d89-aee9-27ef6b5153b7","The US Federal Reserve held interest rates at a 23-year high on Wednesday, but gave little immediate indication of when it would begin cutting borrowi...","https://www.ft.com/content/0102372d-41af-42c9-a920-eb4d1cfbfda9#post-4963bc7f-bf30-4d89-aee9-27ef6b5153b7","","",""
"Landsec","https://www.ft.com/stream/cded9c83-af06-4f42-8b74-717ea3b8fe36","Landsec boss warns of ‘higher for longer’ interest rates","https://www.ft.com/content/ac7b9a1e-18b7-4c05-b847-7a13b1b38a59","UK landlord’s portfolio value drops nearly 8% as it swings to loss","https://www.ft.com/content/ac7b9a1e-18b7-4c05-b847-7a13b1b38a59","May 16, 2023","https://www.ft.com/content/ac7b9a1e-18b7-4c05-b847-7a13b1b38a59","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F22b294a9-7660-452e-b09a-8d40672881e8.jpg?source=next&fit=scale-down&dpr=2&width=240"
"US banks","https://www.ft.com/stream/456d01ad-ea50-4aa7-8d7f-b9737216d453","SVB failure highlights the need to manage interest rate risk carefully","https://www.ft.com/content/2b38c1cd-65ce-4daf-8a8f-e3604591551b","After rapid deposit outflows at several US lenders, banks need to review their business models","https://www.ft.com/content/2b38c1cd-65ce-4daf-8a8f-e3604591551b","May 15, 2023","https://www.ft.com/content/2b38c1cd-65ce-4daf-8a8f-e3604591551b","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F7a99f542-35da-430f-acb3-621bf21af0f5.jpg?source=next&fit=scale-down&dpr=2&width=240"
"US interest rates","https://www.ft.com/stream/9577c6d4-b09e-4552-b88f-e52745abe02b","Wall Street finds it easier to raise money despite rising interest rates","https://www.ft.com/content/66f6ab7b-3217-4406-9db2-c28cec46ab41","Loosening of financial conditions suggests buoyant markets are at odds with the Federal Reserve","https://www.ft.com/content/66f6ab7b-3217-4406-9db2-c28cec46ab41","February 8, 2023","https://www.ft.com/content/66f6ab7b-3217-4406-9db2-c28cec46ab41","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Ff3258d61-9b7b-44bb-bdcf-2985e9f143c7.jpg?source=next&fit=scale-down&dpr=2&width=240"
"","","China keeps loan rates unchanged despite sluggish economy","https://www.ft.com/content/2d20cc0b-14c7-498d-91f5-5c3e7a3a0470","The People’s Bank of China kept its loan prime rates unchanged on Monday despite concerns over a property sector downturn and weak investor sentiment....","https://www.ft.com/content/2d20cc0b-14c7-498d-91f5-5c3e7a3a0470","","",""
"UK interest rates","https://www.ft.com/stream/d17153e9-f07d-49ad-8dbd-4cb23d6bbc9b","BoE insists it is still winning the fight to control inflation","https://www.ft.com/content/56597f79-44e3-46ad-9916-2cfcd0bc6610","Governor Andrew Bailey defends the central bank’s efforts to tame price rises","https://www.ft.com/content/56597f79-44e3-46ad-9916-2cfcd0bc6610","May 11, 2023","https://www.ft.com/content/56597f79-44e3-46ad-9916-2cfcd0bc6610","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F6ea1ab77-b7c5-41d4-9ffc-ede0c7cec3e3.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Personal Finance","https://www.ft.com/stream/67ad3178-01ca-47bd-bac2-c097941f00df","What higher interest rates mean for your money","https://www.ft.com/content/b9b8e15c-daec-4008-9eba-cd2f02cf1f92","What do interest rate rises mean for your savings, mortgage and investments?","https://www.ft.com/content/b9b8e15c-daec-4008-9eba-cd2f02cf1f92","February 7, 2023","https://www.ft.com/content/b9b8e15c-daec-4008-9eba-cd2f02cf1f92","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fnext-video-editor-images.s3.ap-northeast-1.amazonaws.com%2Fb4e74908-1b69-4578-b8f5-efd6c982145e?source=next&fit=scale-down&dpr=2&width=240"
"Transcript","https://www.ft.com/stream/b9730c13-8c20-4c9a-8f9e-febde6b11e1b","What higher interest rates mean for your money","https://www.ft.com/content/d5ed19fd-888a-44f5-be64-53aff31406ba","What do interest rate rises mean for your savings, mortgage and investments?","https://www.ft.com/content/d5ed19fd-888a-44f5-be64-53aff31406ba","February 7, 2023","https://www.ft.com/content/d5ed19fd-888a-44f5-be64-53aff31406ba","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F5b4f0688-d933-4775-a7df-bb6f34a992b5.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Eurozone interest rates","https://www.ft.com/stream/ed7a795f-ec7b-42a2-a615-0ea551bb806b","ECB raises rates as Christine Lagarde warns of ‘more ground to cover’","https://www.ft.com/content/bd3c28cc-3407-45a9-9c72-9c89c9aa9740","Central bank president hints at further increases to bring inflation down after quarter-percentage-point move","https://www.ft.com/content/bd3c28cc-3407-45a9-9c72-9c89c9aa9740","May 4, 2023","https://www.ft.com/content/bd3c28cc-3407-45a9-9c72-9c89c9aa9740","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fd0fc91e7-08b6-4c2b-b0c6-9d4e6d7597a9.jpg?source=next&fit=scale-down&dpr=2&width=240"
"UK interest rates","https://www.ft.com/stream/d17153e9-f07d-49ad-8dbd-4cb23d6bbc9b","Bank of England raises interest rates by 0.5 percentage points to 4%","https://www.ft.com/content/6cdb0eaa-0420-41c5-b00c-4514a602346e","Central bank indicates rates may have peaked and now predicts milder recession than before","https://www.ft.com/content/6cdb0eaa-0420-41c5-b00c-4514a602346e","February 2, 2023","https://www.ft.com/content/6cdb0eaa-0420-41c5-b00c-4514a602346e","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F122d92cb-28ce-461e-8078-5b82d51e5319.jpg?source=next&fit=scale-down&dpr=2&width=240"
"US interest rates","https://www.ft.com/stream/9577c6d4-b09e-4552-b88f-e52745abe02b","Federal Reserve implements quarter-point rate rise and signals potential pause","https://www.ft.com/content/1cf3225c-f3cf-46c1-aaa6-44501f7f5617","US central bank warns recent banking turmoil is ‘likely to weigh on economic activity’","https://www.ft.com/content/1cf3225c-f3cf-46c1-aaa6-44501f7f5617","May 3, 2023","https://www.ft.com/content/1cf3225c-f3cf-46c1-aaa6-44501f7f5617","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F3bae4f4e-2fb3-4301-b6d6-2853da9b2724.jpg?source=next&fit=scale-down&dpr=2&width=240"
"US interest rates","https://www.ft.com/stream/9577c6d4-b09e-4552-b88f-e52745abe02b","Top Fed officials debate need for further rate rise amid bank stress","https://www.ft.com/content/c6eae0a1-8ead-461c-a52b-dd785ece567d","Austan Goolsbee of Chicago Fed urges ‘prudence and patience’ in setting monetary policy","https://www.ft.com/content/c6eae0a1-8ead-461c-a52b-dd785ece567d","April 11, 2023","https://www.ft.com/content/c6eae0a1-8ead-461c-a52b-dd785ece567d","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F5bbd1cb8-8b92-4f69-b9a6-838ac8cfbe58.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Banks","https://www.ft.com/stream/66f1abb1-d35e-4d98-88db-b7a943104e84","How rising interest rates are exposing bank weaknesses","https://www.ft.com/content/fb4fd417-01db-4c99-bf45-c341d1d14f36","Recent collapses in US and Europe highlight new threats to lenders and upend conventional wisdom","https://www.ft.com/content/fb4fd417-01db-4c99-bf45-c341d1d14f36","March 30, 2023","https://www.ft.com/content/fb4fd417-01db-4c99-bf45-c341d1d14f36","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F83e38a5b-19cb-46ea-9de3-ec8e7d1dad7a.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Federal Reserve","https://www.ft.com/stream/e5533208-e5cc-4be5-aea1-c464a9a205e3","Fed skips an interest rate increase","https://www.ft.com/content/c9df291e-da2d-45a0-921d-09d0901cae30","Sources tell the FT that Boris Johnson was found to have committed ‘multiple’ contempts of parliament","https://www.ft.com/content/c9df291e-da2d-45a0-921d-09d0901cae30","June 15, 2023","https://www.ft.com/content/c9df291e-da2d-45a0-921d-09d0901cae30","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fnext-video-editor-images.s3.ap-northeast-1.amazonaws.com%2F31b57609-1fbb-4845-8e11-c402b60361a1?source=next&fit=scale-down&dpr=2&width=240"
"Transcript","https://www.ft.com/stream/b9730c13-8c20-4c9a-8f9e-febde6b11e1b","Fed skips an interest rate increase","https://www.ft.com/content/2db09f3e-5789-4c09-9837-b23268d50c0f","Sources tell the FT that Boris Johnson was found to have committed ‘multiple’ contempts of parliament","https://www.ft.com/content/2db09f3e-5789-4c09-9837-b23268d50c0f","June 15, 2023","https://www.ft.com/content/2db09f3e-5789-4c09-9837-b23268d50c0f","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Ff5387e40-8f61-4b04-ad2d-f91cd10065eb.jpg?source=next&fit=scale-down&dpr=2&width=240"
"US interest rates","https://www.ft.com/stream/9577c6d4-b09e-4552-b88f-e52745abe02b","Investors contradict Fed officials on US interest rate reversal","https://www.ft.com/content/3af5985e-516f-435f-9a2d-31f6770fcfa1","Futures markets bet central bank will abandon pledges to ‘stay the course’ on monetary policy","https://www.ft.com/content/3af5985e-516f-435f-9a2d-31f6770fcfa1","January 21, 2023","https://www.ft.com/content/3af5985e-516f-435f-9a2d-31f6770fcfa1","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F11319e9e-5331-4cb9-a5a2-121be64394df.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Federal Reserve","https://www.ft.com/stream/e5533208-e5cc-4be5-aea1-c464a9a205e3","Federal Reserve officials were ‘less certain’ about need for more interest rate rises","https://www.ft.com/content/77fe7369-e8b3-4f2a-9550-bfb1c9fd2dd0","Minutes from latest meeting confirmed policymakers are weighing when to pause tightening campaign","https://www.ft.com/content/77fe7369-e8b3-4f2a-9550-bfb1c9fd2dd0","May 24, 2023","https://www.ft.com/content/77fe7369-e8b3-4f2a-9550-bfb1c9fd2dd0","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F33b55666-9413-4373-bf1f-3b874b1ce3a7.jpg?source=next&fit=scale-down&dpr=2&width=240"
"","","Bank of England to announce interest rate decision","https://www.ft.com/content/21cc2921-d881-4eb5-a58c-8a34a507a286","The Bank of England will shortly announce its latest interest rate decision, with economists and investors expecting it to hold rates at 5.25 per cent...","https://www.ft.com/content/21cc2921-d881-4eb5-a58c-8a34a507a286","","",""
"UK interest rates","https://www.ft.com/stream/d17153e9-f07d-49ad-8dbd-4cb23d6bbc9b","Surge in UK rate expectations prompts Bank of England pushback","https://www.ft.com/content/cb0f2aba-dee4-4ddb-b00a-61c5f6759092","Stubbornly high US inflation has sparked a global repricing in interest rate markets","https://www.ft.com/content/cb0f2aba-dee4-4ddb-b00a-61c5f6759092","March 4, 2023","https://www.ft.com/content/cb0f2aba-dee4-4ddb-b00a-61c5f6759092","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Ff5a37edd-86e0-4662-80a5-dcf8a8aec8bd.jpg?source=next&fit=scale-down&dpr=2&width=240"
"","","Bank of England holds UK interest rate at 5.25%","https://www.ft.com/content/322d26ba-3c5a-434f-82ad-326cc7e0f131","The Bank of England kept rates steady at 5.25 per cent on Thursday as most ratesetters warned it was too soon to conclude that inflation indicators in...","https://www.ft.com/content/322d26ba-3c5a-434f-82ad-326cc7e0f131","","",""
"Global Economy","https://www.ft.com/stream/29e67a92-a3b8-410c-9139-15abe9b47e12","ECB to keep raising interest rates unless wage growth slows, says official","https://www.ft.com/content/e3e4b0bd-fc57-4e22-9bd0-b20f4da5d7fe","Belgian central bank governor ‘not surprised’ if eurozone key rate increased to 4%","https://www.ft.com/content/e3e4b0bd-fc57-4e22-9bd0-b20f4da5d7fe","April 24, 2023","https://www.ft.com/content/e3e4b0bd-fc57-4e22-9bd0-b20f4da5d7fe","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F2d36b5e1-e1e9-44b3-83dd-848b7370c5aa.jpg?source=next&fit=scale-down&dpr=2&width=240"
"UK employment","https://www.ft.com/stream/657c5d47-b26d-422e-b254-a595d8212888","Strong wage growth hands Bank of England tough decision on interest rates","https://www.ft.com/content/df88856d-d3c6-4f08-9d9a-e061c4497f6a","Labour market pressures are easing, says ONS, but pay rises have not slowed as much as expected","https://www.ft.com/content/df88856d-d3c6-4f08-9d9a-e061c4497f6a","April 18, 2023","https://www.ft.com/content/df88856d-d3c6-4f08-9d9a-e061c4497f6a","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fa1e5e760-2920-4508-aae8-fc1481dd778b.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Federal Reserve","https://www.ft.com/stream/e5533208-e5cc-4be5-aea1-c464a9a205e3","‘Getting close’: Federal Reserve chair seeds expectations for pause in interest rate rises","https://www.ft.com/content/84b97895-a0c3-4e38-8b7e-4711a0924fc2","Jay Powell hints US central bank has done enough to tame inflation after 14-month campaign","https://www.ft.com/content/84b97895-a0c3-4e38-8b7e-4711a0924fc2","May 4, 2023","https://www.ft.com/content/84b97895-a0c3-4e38-8b7e-4711a0924fc2","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Ff8f386e5-0628-4eb8-b5da-2fbafeb0bf8b.jpg?source=next&fit=scale-down&dpr=2&width=240"
"UK interest rates","https://www.ft.com/stream/d17153e9-f07d-49ad-8dbd-4cb23d6bbc9b","Bank of England raises interest rates to 3.5%","https://www.ft.com/content/f8c52506-f76b-4bb0-99fa-c92ae83236e5","Half-percentage point rise takes UK rate to highest level in 14 years","https://www.ft.com/content/f8c52506-f76b-4bb0-99fa-c92ae83236e5","December 15, 2022","https://www.ft.com/content/f8c52506-f76b-4bb0-99fa-c92ae83236e5","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fa5403a1e-562f-41ba-b3f4-69f0552a2ee2.jpg?source=next&fit=scale-down&dpr=2&width=240"
"US interest rates","https://www.ft.com/stream/9577c6d4-b09e-4552-b88f-e52745abe02b","Fed funds rate to 6 per cent?","https://www.ft.com/content/30478381-bba0-4349-84ee-d8a34a1a7aba","Higher for longer","https://www.ft.com/content/30478381-bba0-4349-84ee-d8a34a1a7aba","March 7, 2023","https://www.ft.com/content/30478381-bba0-4349-84ee-d8a34a1a7aba","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F800f3597-162d-4aa0-9c11-4c83a909139e.png?source=next&fit=scale-down&dpr=2&width=240"
"Isa Guide 2023","https://www.ft.com/content/9ec9441b-50b7-4a86-929f-5d2b2d655168","Cash Isas buoyed by rise in interest rates","https://www.ft.com/content/a3bdb139-24ac-4663-994c-1fe740104f1d","Higher-rate taxpayers in more danger of breaching tax-free allowances","https://www.ft.com/content/a3bdb139-24ac-4663-994c-1fe740104f1d","March 10, 2023","https://www.ft.com/content/a3bdb139-24ac-4663-994c-1fe740104f1d","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F29033d4a-e5ee-49fd-a577-320c7f3f2872.jpg?source=next&fit=scale-down&dpr=2&width=240"
"UK interest rates","https://www.ft.com/stream/d17153e9-f07d-49ad-8dbd-4cb23d6bbc9b","February inflation surprise sealed Bank of England rate rise","https://www.ft.com/content/62dee402-9743-4f11-aafc-edcd39b2b13e","Central bank’s forecast for inflation is softer than in February","https://www.ft.com/content/62dee402-9743-4f11-aafc-edcd39b2b13e","March 23, 2023","https://www.ft.com/content/62dee402-9743-4f11-aafc-edcd39b2b13e","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F087b4857-0346-442d-8d07-77dd706352e5.jpg?source=next&fit=scale-down&dpr=2&width=240"
"US interest rates","https://www.ft.com/stream/9577c6d4-b09e-4552-b88f-e52745abe02b","Investors expect smaller rate rise amid cooling wages and market fears","https://www.ft.com/content/e61c4695-e060-4331-a1cc-63afb60616e6","Fed predicted to increase by 0.25% in March after day of mixed economic data and collapse of SVB","https://www.ft.com/content/e61c4695-e060-4331-a1cc-63afb60616e6","March 11, 2023","https://www.ft.com/content/e61c4695-e060-4331-a1cc-63afb60616e6","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fbb0465f8-1947-4a7e-8621-b9b1941980d1.jpg?source=next&fit=scale-down&dpr=2&width=240"
"UK interest rates","https://www.ft.com/stream/d17153e9-f07d-49ad-8dbd-4cb23d6bbc9b","Bank of England faces finely balanced interest rate decision","https://www.ft.com/content/ea6edbc9-2ee6-4e8a-8289-4ee071260d60","Rate-setting committee expected to be divided amid weak growth and high inflation","https://www.ft.com/content/ea6edbc9-2ee6-4e8a-8289-4ee071260d60","December 15, 2022","https://www.ft.com/content/ea6edbc9-2ee6-4e8a-8289-4ee071260d60","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F2a7d9fcf-f2f3-4895-b96b-9674fbe23962.jpg?source=next&fit=scale-down&dpr=2&width=240"
"US interest rates","https://www.ft.com/stream/9577c6d4-b09e-4552-b88f-e52745abe02b","Federal Reserve presses ahead with quarter-point rate rise despite banking turmoil","https://www.ft.com/content/8fefddc0-c611-4400-b112-51e8d0a763da","US central bank signals it may soon call time on its monetary tightening campaign","https://www.ft.com/content/8fefddc0-c611-4400-b112-51e8d0a763da","March 22, 2023","https://www.ft.com/content/8fefddc0-c611-4400-b112-51e8d0a763da","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F3ee0881d-56f7-4256-9f44-4058046578f9.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Eurozone interest rates","https://www.ft.com/stream/ed7a795f-ec7b-42a2-a615-0ea551bb806b","ECB raises rates with signal that market unrest will direct next steps","https://www.ft.com/content/1ef66275-6556-442a-ab5d-7bc23ada1681","Benchmark increases from 2.5% to 3% ahead of crunch UK and US central bank meetings next week","https://www.ft.com/content/1ef66275-6556-442a-ab5d-7bc23ada1681","March 16, 2023","https://www.ft.com/content/1ef66275-6556-442a-ab5d-7bc23ada1681","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F39172123-2797-4259-8a2a-5ce57e225537.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Eurozone interest rates","https://www.ft.com/stream/ed7a795f-ec7b-42a2-a615-0ea551bb806b","ECB urged to reconsider rate hike plans amid financial market chaos","https://www.ft.com/content/377b3b5e-92c2-41b8-b7b2-fabd0c8fdc9b","Also in this newsletter: Can Macron pass his pension reform before Paris drowns in rubbish?","https://www.ft.com/content/377b3b5e-92c2-41b8-b7b2-fabd0c8fdc9b","March 16, 2023","https://www.ft.com/content/377b3b5e-92c2-41b8-b7b2-fabd0c8fdc9b","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F469c7fcc-c2e1-4816-85c6-b43ca45e1b2c.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Eurozone interest rates","https://www.ft.com/stream/ed7a795f-ec7b-42a2-a615-0ea551bb806b","Italian central banker criticises hawkish ECB colleagues as rift over rates widens","https://www.ft.com/content/5c349dea-ec7b-4cef-8490-782d5d8b6b5e","Ignazio Visco fears swift tightening to control inflation will damage ‘fragile economy’","https://www.ft.com/content/5c349dea-ec7b-4cef-8490-782d5d8b6b5e","March 8, 2023","https://www.ft.com/content/5c349dea-ec7b-4cef-8490-782d5d8b6b5e","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fe9a320ea-26aa-491c-bc7d-b2faa3bef2ce.jpg?source=next&fit=scale-down&dpr=2&width=240"
"","","Turkey raises interest rates by 5 percentage points to 40%","https://www.ft.com/content/3942c379-89a2-4376-a613-d96238b219c3","Turkey has lifted interest rates by much more than economists expected, and signalled that it has nearly finished raising borrowing costs as it battle...","https://www.ft.com/content/3942c379-89a2-4376-a613-d96238b219c3","","",""
"US interest rates","https://www.ft.com/stream/9577c6d4-b09e-4552-b88f-e52745abe02b","Investors bet on interest rate cuts in 2023 despite Fed signals","https://www.ft.com/content/aafa4892-b2cc-433d-a3a3-f09b1aba297a","Bond traders expect US central bank will reverse course in fourth quarter as economy slows","https://www.ft.com/content/aafa4892-b2cc-433d-a3a3-f09b1aba297a","December 4, 2022","https://www.ft.com/content/aafa4892-b2cc-433d-a3a3-f09b1aba297a","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F2b15d988-a7fe-45ad-b96d-4d73b1934ae2.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Eurozone interest rates","https://www.ft.com/stream/ed7a795f-ec7b-42a2-a615-0ea551bb806b","Investors increase bets on ECB lifting rates to all-time high","https://www.ft.com/content/fba2101e-aa62-4f73-ad8a-958e442234a9","Buoyant service sector and wages fuel expectations of further rises in eurozone borrowing costs","https://www.ft.com/content/fba2101e-aa62-4f73-ad8a-958e442234a9","February 22, 2023","https://www.ft.com/content/fba2101e-aa62-4f73-ad8a-958e442234a9","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fef7ee4af-7866-4c58-ad02-c85f12c004db.jpg?source=next&fit=scale-down&dpr=2&width=240"
"","","Bank of Canada holds interest rate at 5%","https://www.ft.com/content/758c05ea-eeb5-47d7-921d-3e5492bd8327","Canada’s central bank held its key interest rate at five per cent on Wednesday, saying prior rate increases had slowed down price growth. “Consumption...","https://www.ft.com/content/758c05ea-eeb5-47d7-921d-3e5492bd8327","","",""
"Markets","https://www.ft.com/stream/c91b1fad-1097-468b-be82-9a8ff717d54c","Turbulence strains interest rate markets as traders bet on Federal Reserve cuts","https://www.ft.com/content/1b003656-79fd-4e6a-bc48-9928728ec451","Dramatic moves force futures halt while investors resort to phones to arrange big deals","https://www.ft.com/content/1b003656-79fd-4e6a-bc48-9928728ec451","March 15, 2023","https://www.ft.com/content/1b003656-79fd-4e6a-bc48-9928728ec451","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fa8f35d55-25e8-4bb7-ac78-5a56f991f13f.jpg?source=next&fit=scale-down&dpr=2&width=240"
"","","Bank of England predicted to hold interest rates at 5.25%","https://www.ft.com/content/ea0ea2a8-cdac-4f21-87ce-517bbc61c911","The Bank of England will at midday announce its latest decision on its benchmark interest rate, which economists predict will be held at 5.25 per cent...","https://www.ft.com/content/ea0ea2a8-cdac-4f21-87ce-517bbc61c911","","",""
"Eurozone interest rates","https://www.ft.com/stream/ed7a795f-ec7b-42a2-a615-0ea551bb806b","Christine Lagarde says ECB ‘not done’ raising interest rates","https://www.ft.com/content/56c3493e-b0f2-4341-a35e-d4c59ae62aad","Central bank president strikes bearish tone in spite of hopes for easing inflation data","https://www.ft.com/content/56c3493e-b0f2-4341-a35e-d4c59ae62aad","November 28, 2022","https://www.ft.com/content/56c3493e-b0f2-4341-a35e-d4c59ae62aad","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F4c5b18f9-d4cb-4cc5-8276-07ce00e38cd3.jpg?source=next&fit=scale-down&dpr=2&width=240"
